checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2.0,4.0,2.0,,1494.0,4.0,1.0,,2.0,0.0,,0.0,,,,,,2.0,0.0,1.0,1
,24.0,2.0,0.0,1285.0,,3.0,4.0,1.0,0.0,4.0,,,,0.0,,,1.0,,,0
0.0,18.0,,3.0,,0.0,,4.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,,0.0,0
0.0,18.0,2.0,,,0.0,2.0,1.0,1.0,0.0,4.0,,20.0,0.0,0.0,1.0,,1.0,0.0,0.0,0
3.0,6.0,2.0,,2108.0,0.0,3.0,2.0,3.0,,2.0,,29.0,2.0,0.0,1.0,2.0,1.0,,0.0,1
0.0,,2.0,0.0,1893.0,,2.0,4.0,1.0,,4.0,1.0,29.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1
1.0,12.0,,4.0,,0.0,,4.0,3.0,1.0,4.0,0.0,20.0,,0.0,2.0,,,0.0,0.0,1
,33.0,4.0,1.0,7253.0,,3.0,3.0,2.0,0.0,2.0,2.0,35.0,,1.0,2.0,3.0,1.0,,0.0,1
2.0,30.0,,4.0,3656.0,4.0,4.0,4.0,2.0,0.0,4.0,1.0,49.0,1.0,1.0,2.0,,,0.0,0.0,1
1.0,,2.0,3.0,9034.0,1.0,,4.0,2.0,1.0,,3.0,29.0,,0.0,1.0,,,1.0,0.0,0
3.0,36.0,4.0,4.0,9566.0,0.0,2.0,,,0.0,,,31.0,1.0,,,,,0.0,,1
1.0,,2.0,3.0,2762.0,,4.0,1.0,,0.0,,1.0,,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0
,18.0,,,3780.0,0.0,1.0,3.0,,0.0,2.0,2.0,,2.0,1.0,2.0,,1.0,1.0,0.0,1
1.0,30.0,,9.0,4221.0,0.0,2.0,2.0,1.0,0.0,1.0,,,2.0,1.0,2.0,2.0,1.0,,0.0,1
3.0,,2.0,3.0,,,4.0,,2.0,0.0,4.0,2.0,20.0,,1.0,,,1.0,,0.0,1
3.0,12.0,4.0,3.0,5801.0,4.0,4.0,2.0,2.0,,,1.0,,2.0,0.0,,,1.0,,0.0,1
1.0,,4.0,0.0,,,0.0,2.0,2.0,,3.0,2.0,68.0,2.0,,3.0,0.0,,1.0,0.0,1
0.0,18.0,2.0,,,,,,,0.0,3.0,,,,0.0,1.0,,1.0,1.0,0.0,0
1.0,24.0,2.0,,11328.0,0.0,,2.0,2.0,1.0,3.0,2.0,29.0,0.0,1.0,,3.0,1.0,1.0,,0
3.0,24.0,3.0,9.0,3863.0,,2.0,,2.0,0.0,2.0,3.0,,2.0,2.0,1.0,2.0,,0.0,0.0,1
3.0,,,,707.0,0.0,2.0,,2.0,0.0,,0.0,30.0,0.0,,2.0,2.0,,0.0,,1
,21.0,2.0,9.0,1188.0,,4.0,2.0,1.0,0.0,,1.0,39.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0
0.0,,4.0,0.0,,0.0,4.0,,2.0,0.0,4.0,0.0,65.0,,,2.0,,1.0,0.0,0.0,1
1.0,18.0,3.0,3.0,4297.0,,4.0,4.0,0.0,0.0,3.0,,40.0,2.0,1.0,1.0,,1.0,1.0,,0
0.0,,,1.0,6419.0,,4.0,,1.0,0.0,,3.0,,2.0,2.0,2.0,3.0,2.0,1.0,,1
2.0,6.0,,,683.0,,1.0,2.0,1.0,0.0,1.0,,,0.0,1.0,1.0,2.0,1.0,,,1
0.0,6.0,4.0,4.0,1169.0,4.0,4.0,4.0,,0.0,4.0,,67.0,2.0,,2.0,,1.0,1.0,0.0,1
0.0,12.0,2.0,3.0,1282.0,0.0,2.0,2.0,1.0,0.0,,2.0,,2.0,0.0,1.0,,1.0,,0.0,0
3.0,,,4.0,1898.0,4.0,2.0,1.0,2.0,0.0,2.0,,34.0,2.0,1.0,2.0,1.0,2.0,0.0,,1
0.0,,1.0,3.0,3349.0,,,4.0,,0.0,,,30.0,2.0,,,2.0,2.0,1.0,,0
1.0,48.0,0.0,,,,,1.0,,0.0,,2.0,30.0,,1.0,2.0,2.0,1.0,0.0,0.0,1
1.0,,2.0,,836.0,,,4.0,,0.0,2.0,,23.0,0.0,,1.0,1.0,,,0.0,0
0.0,,2.0,1.0,,,,4.0,,0.0,4.0,3.0,49.0,0.0,,1.0,2.0,2.0,1.0,0.0,1
0.0,10.0,,3.0,,4.0,,2.0,,,3.0,0.0,27.0,2.0,0.0,,,1.0,,,1
,,4.0,0.0,3124.0,0.0,1.0,1.0,2.0,0.0,3.0,,49.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1
,,4.0,4.0,2684.0,0.0,2.0,,2.0,0.0,,,35.0,2.0,,2.0,1.0,1.0,0.0,0.0,1
2.0,10.0,2.0,0.0,,1.0,,,1.0,,4.0,,48.0,,2.0,,,,0.0,0.0,0
1.0,,1.0,1.0,,,0.0,1.0,,0.0,,3.0,55.0,,,1.0,3.0,,1.0,0.0,1
0.0,24.0,1.0,,,2.0,2.0,4.0,2.0,0.0,4.0,,22.0,1.0,1.0,1.0,2.0,,1.0,0.0,1
0.0,12.0,2.0,7.0,684.0,,2.0,4.0,2.0,0.0,,2.0,40.0,2.0,0.0,,1.0,,0.0,0.0,0
,24.0,,0.0,1193.0,,,1.0,1.0,1.0,4.0,,29.0,2.0,0.0,2.0,0.0,1.0,0.0,,0
0.0,24.0,4.0,,6615.0,,,,2.0,,4.0,,75.0,2.0,,2.0,3.0,1.0,,0.0,1
1.0,24.0,3.0,,,4.0,2.0,4.0,,,,,37.0,,1.0,2.0,,1.0,1.0,0.0,1
3.0,24.0,,4.0,2223.0,1.0,,4.0,,0.0,4.0,,52.0,0.0,,2.0,2.0,,0.0,,1
3.0,24.0,,1.0,2603.0,,2.0,2.0,1.0,0.0,4.0,2.0,,2.0,,,2.0,1.0,1.0,0.0,1
,48.0,,1.0,6143.0,,,4.0,1.0,,4.0,,58.0,,2.0,2.0,1.0,,0.0,,0
1.0,,4.0,9.0,2825.0,4.0,,4.0,2.0,0.0,3.0,3.0,34.0,2.0,1.0,2.0,2.0,2.0,1.0,,1
1.0,,2.0,,2002.0,0.0,3.0,3.0,2.0,,,1.0,30.0,2.0,0.0,1.0,,2.0,1.0,,1
0.0,,2.0,3.0,3620.0,,2.0,1.0,2.0,2.0,,1.0,37.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1
3.0,36.0,2.0,,,0.0,2.0,4.0,1.0,0.0,,,28.0,,,1.0,3.0,1.0,1.0,,0
,,2.0,,4788.0,0.0,3.0,,,0.0,3.0,1.0,26.0,2.0,,,2.0,2.0,,0.0,1
2.0,24.0,4.0,9.0,1275.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,36.0,2.0,1.0,2.0,2.0,1.0,,0.0,1
,12.0,2.0,,,,1.0,3.0,1.0,,1.0,,37.0,2.0,1.0,,,1.0,0.0,0.0,0
1.0,42.0,4.0,9.0,5954.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,,0.0,1.0,2.0,1.0,1.0,,0.0,1
1.0,18.0,,9.0,1887.0,4.0,,4.0,3.0,,,,28.0,,1.0,2.0,2.0,1.0,0.0,,1
,12.0,,,1655.0,,4.0,2.0,,0.0,4.0,,63.0,,1.0,2.0,1.0,1.0,1.0,0.0,1
,12.0,4.0,7.0,2096.0,0.0,,,2.0,,3.0,0.0,49.0,2.0,,,1.0,2.0,0.0,,1
0.0,6.0,4.0,0.0,3676.0,0.0,2.0,1.0,2.0,0.0,,,,2.0,,3.0,2.0,,0.0,0.0,1
